# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
European Free Trade Association,regional corn,domestic corn,domestic corn,2070,1
India,regional corn,domestic corn,domestic corn,2070,1
Indonesia,regional corn,domestic corn,domestic corn,2070,1
Japan,regional corn,domestic corn,domestic corn,2070,1
Mexico,regional corn,domestic corn,domestic corn,2070,1
Middle East,regional corn,domestic corn,domestic corn,2070,1
Pakistan,regional corn,domestic corn,domestic corn,2070,1
Russia,regional corn,domestic corn,domestic corn,2070,1
South Africa,regional corn,domestic corn,domestic corn,2070,1
South America_Northern,regional corn,domestic corn,domestic corn,2070,1
South America_Southern,regional corn,domestic corn,domestic corn,2070,1
South Asia,regional corn,domestic corn,domestic corn,2070,1
South Korea,regional corn,domestic corn,domestic corn,2070,1
Southeast Asia,regional corn,domestic corn,domestic corn,2070,1
Taiwan,regional corn,domestic corn,domestic corn,2070,1
Argentina,regional corn,domestic corn,domestic corn,2070,1
Colombia,regional corn,domestic corn,domestic corn,2070,1
USA,regional corn,domestic corn,domestic corn,2075,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2075,1
Africa_Northern,regional corn,domestic corn,domestic corn,2075,1
Africa_Southern,regional corn,domestic corn,domestic corn,2075,1
Africa_Western,regional corn,domestic corn,domestic corn,2075,1
Australia_NZ,regional corn,domestic corn,domestic corn,2075,1
Brazil,regional corn,domestic corn,domestic corn,2075,1
Canada,regional corn,domestic corn,domestic corn,2075,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2075,1
Central Asia,regional corn,domestic corn,domestic corn,2075,1
China,regional corn,domestic corn,domestic corn,2075,1
EU-12,regional corn,domestic corn,domestic corn,2075,1
EU-15,regional corn,domestic corn,domestic corn,2075,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2075,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2075,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2075,1
India,regional corn,domestic corn,domestic corn,2075,1
Indonesia,regional corn,domestic corn,domestic corn,2075,1
Japan,regional corn,domestic corn,domestic corn,2075,1
Mexico,regional corn,domestic corn,domestic corn,2075,1
Middle East,regional corn,domestic corn,domestic corn,2075,1
Pakistan,regional corn,domestic corn,domestic corn,2075,1
Russia,regional corn,domestic corn,domestic corn,2075,1
South Africa,regional corn,domestic corn,domestic corn,2075,1
South America_Northern,regional corn,domestic corn,domestic corn,2075,1
South America_Southern,regional corn,domestic corn,domestic corn,2075,1
South Asia,regional corn,domestic corn,domestic corn,2075,1
South Korea,regional corn,domestic corn,domestic corn,2075,1
Southeast Asia,regional corn,domestic corn,domestic corn,2075,1
Taiwan,regional corn,domestic corn,domestic corn,2075,1
Argentina,regional corn,domestic corn,domestic corn,2075,1
Colombia,regional corn,domestic corn,domestic corn,2075,1
USA,regional corn,domestic corn,domestic corn,2080,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2080,1
Africa_Northern,regional corn,domestic corn,domestic corn,2080,1
Africa_Southern,regional corn,domestic corn,domestic corn,2080,1
Africa_Western,regional corn,domestic corn,domestic corn,2080,1
Australia_NZ,regional corn,domestic corn,domestic corn,2080,1
Brazil,regional corn,domestic corn,domestic corn,2080,1
Canada,regional corn,domestic corn,domestic corn,2080,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2080,1
Central Asia,regional corn,domestic corn,domestic corn,2080,1
China,regional corn,domestic corn,domestic corn,2080,1
EU-12,regional corn,domestic corn,domestic corn,2080,1
EU-15,regional corn,domestic corn,domestic corn,2080,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2080,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2080,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2080,1
India,regional corn,domestic corn,domestic corn,2080,1
Indonesia,regional corn,domestic corn,domestic corn,2080,1
Japan,regional corn,domestic corn,domestic corn,2080,1
Mexico,regional corn,domestic corn,domestic corn,2080,1
Middle East,regional corn,domestic corn,domestic corn,2080,1
Pakistan,regional corn,domestic corn,domestic corn,2080,1
Russia,regional corn,domestic corn,domestic corn,2080,1
South Africa,regional corn,domestic corn,domestic corn,2080,1
South America_Northern,regional corn,domestic corn,domestic corn,2080,1
South America_Southern,regional corn,domestic corn,domestic corn,2080,1
South Asia,regional corn,domestic corn,domestic corn,2080,1
South Korea,regional corn,domestic corn,domestic corn,2080,1
Southeast Asia,regional corn,domestic corn,domestic corn,2080,1
Taiwan,regional corn,domestic corn,domestic corn,2080,1
Argentina,regional corn,domestic corn,domestic corn,2080,1
Colombia,regional corn,domestic corn,domestic corn,2080,1
USA,regional corn,domestic corn,domestic corn,2085,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2085,1
Africa_Northern,regional corn,domestic corn,domestic corn,2085,1
Africa_Southern,regional corn,domestic corn,domestic corn,2085,1
Africa_Western,regional corn,domestic corn,domestic corn,2085,1
Australia_NZ,regional corn,domestic corn,domestic corn,2085,1
Brazil,regional corn,domestic corn,domestic corn,2085,1
Canada,regional corn,domestic corn,domestic corn,2085,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2085,1
Central Asia,regional corn,domestic corn,domestic corn,2085,1
China,regional corn,domestic corn,domestic corn,2085,1
EU-12,regional corn,domestic corn,domestic corn,2085,1
EU-15,regional corn,domestic corn,domestic corn,2085,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2085,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2085,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2085,1
India,regional corn,domestic corn,domestic corn,2085,1
Indonesia,regional corn,domestic corn,domestic corn,2085,1
Japan,regional corn,domestic corn,domestic corn,2085,1
Mexico,regional corn,domestic corn,domestic corn,2085,1
Middle East,regional corn,domestic corn,domestic corn,2085,1
Pakistan,regional corn,domestic corn,domestic corn,2085,1
Russia,regional corn,domestic corn,domestic corn,2085,1
South Africa,regional corn,domestic corn,domestic corn,2085,1
South America_Northern,regional corn,domestic corn,domestic corn,2085,1
South America_Southern,regional corn,domestic corn,domestic corn,2085,1
South Asia,regional corn,domestic corn,domestic corn,2085,1
South Korea,regional corn,domestic corn,domestic corn,2085,1
Southeast Asia,regional corn,domestic corn,domestic corn,2085,1
Taiwan,regional corn,domestic corn,domestic corn,2085,1
Argentina,regional corn,domestic corn,domestic corn,2085,1
Colombia,regional corn,domestic corn,domestic corn,2085,1
USA,regional corn,domestic corn,domestic corn,2090,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2090,1
Africa_Northern,regional corn,domestic corn,domestic corn,2090,1
Africa_Southern,regional corn,domestic corn,domestic corn,2090,1
Africa_Western,regional corn,domestic corn,domestic corn,2090,1
Australia_NZ,regional corn,domestic corn,domestic corn,2090,1
Brazil,regional corn,domestic corn,domestic corn,2090,1
Canada,regional corn,domestic corn,domestic corn,2090,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2090,1
Central Asia,regional corn,domestic corn,domestic corn,2090,1
China,regional corn,domestic corn,domestic corn,2090,1
EU-12,regional corn,domestic corn,domestic corn,2090,1
EU-15,regional corn,domestic corn,domestic corn,2090,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2090,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2090,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2090,1
India,regional corn,domestic corn,domestic corn,2090,1
Indonesia,regional corn,domestic corn,domestic corn,2090,1
Japan,regional corn,domestic corn,domestic corn,2090,1
Mexico,regional corn,domestic corn,domestic corn,2090,1
Middle East,regional corn,domestic corn,domestic corn,2090,1
Pakistan,regional corn,domestic corn,domestic corn,2090,1
Russia,regional corn,domestic corn,domestic corn,2090,1
South Africa,regional corn,domestic corn,domestic corn,2090,1
South America_Northern,regional corn,domestic corn,domestic corn,2090,1
South America_Southern,regional corn,domestic corn,domestic corn,2090,1
South Asia,regional corn,domestic corn,domestic corn,2090,1
South Korea,regional corn,domestic corn,domestic corn,2090,1
Southeast Asia,regional corn,domestic corn,domestic corn,2090,1
Taiwan,regional corn,domestic corn,domestic corn,2090,1
Argentina,regional corn,domestic corn,domestic corn,2090,1
Colombia,regional corn,domestic corn,domestic corn,2090,1
USA,regional corn,domestic corn,domestic corn,2095,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2095,1
Africa_Northern,regional corn,domestic corn,domestic corn,2095,1
Africa_Southern,regional corn,domestic corn,domestic corn,2095,1
Africa_Western,regional corn,domestic corn,domestic corn,2095,1
Australia_NZ,regional corn,domestic corn,domestic corn,2095,1
Brazil,regional corn,domestic corn,domestic corn,2095,1
Canada,regional corn,domestic corn,domestic corn,2095,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2095,1
Central Asia,regional corn,domestic corn,domestic corn,2095,1
China,regional corn,domestic corn,domestic corn,2095,1
EU-12,regional corn,domestic corn,domestic corn,2095,1
EU-15,regional corn,domestic corn,domestic corn,2095,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2095,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2095,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2095,1
India,regional corn,domestic corn,domestic corn,2095,1
Indonesia,regional corn,domestic corn,domestic corn,2095,1
Japan,regional corn,domestic corn,domestic corn,2095,1
Mexico,regional corn,domestic corn,domestic corn,2095,1
Middle East,regional corn,domestic corn,domestic corn,2095,1
Pakistan,regional corn,domestic corn,domestic corn,2095,1
Russia,regional corn,domestic corn,domestic corn,2095,1
South Africa,regional corn,domestic corn,domestic corn,2095,1
South America_Northern,regional corn,domestic corn,domestic corn,2095,1
South America_Southern,regional corn,domestic corn,domestic corn,2095,1
South Asia,regional corn,domestic corn,domestic corn,2095,1
South Korea,regional corn,domestic corn,domestic corn,2095,1
Southeast Asia,regional corn,domestic corn,domestic corn,2095,1
Taiwan,regional corn,domestic corn,domestic corn,2095,1
Argentina,regional corn,domestic corn,domestic corn,2095,1
Colombia,regional corn,domestic corn,domestic corn,2095,1
USA,regional corn,domestic corn,domestic corn,2100,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2100,1
Africa_Northern,regional corn,domestic corn,domestic corn,2100,1
Africa_Southern,regional corn,domestic corn,domestic corn,2100,1
Africa_Western,regional corn,domestic corn,domestic corn,2100,1
Australia_NZ,regional corn,domestic corn,domestic corn,2100,1
Brazil,regional corn,domestic corn,domestic corn,2100,1
Canada,regional corn,domestic corn,domestic corn,2100,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2100,1
Central Asia,regional corn,domestic corn,domestic corn,2100,1
China,regional corn,domestic corn,domestic corn,2100,1
EU-12,regional corn,domestic corn,domestic corn,2100,1
EU-15,regional corn,domestic corn,domestic corn,2100,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2100,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2100,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2100,1
India,regional corn,domestic corn,domestic corn,2100,1
Indonesia,regional corn,domestic corn,domestic corn,2100,1
Japan,regional corn,domestic corn,domestic corn,2100,1
Mexico,regional corn,domestic corn,domestic corn,2100,1
Middle East,regional corn,domestic corn,domestic corn,2100,1
Pakistan,regional corn,domestic corn,domestic corn,2100,1
Russia,regional corn,domestic corn,domestic corn,2100,1
South Africa,regional corn,domestic corn,domestic corn,2100,1
South America_Northern,regional corn,domestic corn,domestic corn,2100,1
South America_Southern,regional corn,domestic corn,domestic corn,2100,1
South Asia,regional corn,domestic corn,domestic corn,2100,1
South Korea,regional corn,domestic corn,domestic corn,2100,1
Southeast Asia,regional corn,domestic corn,domestic corn,2100,1
Taiwan,regional corn,domestic corn,domestic corn,2100,1
Argentina,regional corn,domestic corn,domestic corn,2100,1
Colombia,regional corn,domestic corn,domestic corn,2100,1
USA,regional corn,imported corn,imported corn,1975,1
Africa_Eastern,regional corn,imported corn,imported corn,1975,1
Africa_Northern,regional corn,imported corn,imported corn,1975,1
Africa_Southern,regional corn,imported corn,imported corn,1975,1
Africa_Western,regional corn,imported corn,imported corn,1975,1
Australia_NZ,regional corn,imported corn,imported corn,1975,1
Brazil,regional corn,imported corn,imported corn,1975,1
Canada,regional corn,imported corn,imported corn,1975,1
Central America and Caribbean,regional corn,imported corn,imported corn,1975,1
Central Asia,regional corn,imported corn,imported corn,1975,1
China,regional corn,imported corn,imported corn,1975,1
EU-12,regional corn,imported corn,imported corn,1975,1
EU-15,regional corn,imported corn,imported corn,1975,1
Europe_Eastern,regional corn,imported corn,imported corn,1975,1
Europe_Non_EU,regional corn,imported corn,imported corn,1975,1
European Free Trade Association,regional corn,imported corn,imported corn,1975,1
India,regional corn,imported corn,imported corn,1975,1
Indonesia,regional corn,imported corn,imported corn,1975,1
Japan,regional corn,imported corn,imported corn,1975,1
Mexico,regional corn,imported corn,imported corn,1975,1
Middle East,regional corn,imported corn,imported corn,1975,1
Pakistan,regional corn,imported corn,imported corn,1975,1
Russia,regional corn,imported corn,imported corn,1975,1
South Africa,regional corn,imported corn,imported corn,1975,1
South America_Northern,regional corn,imported corn,imported corn,1975,1
South America_Southern,regional corn,imported corn,imported corn,1975,1
South Asia,regional corn,imported corn,imported corn,1975,1
South Korea,regional corn,imported corn,imported corn,1975,1
Southeast Asia,regional corn,imported corn,imported corn,1975,1
